Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"SELENON","Selenoprotein N","Protein Coding","33","GC01P025800","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SELENON"
"SAAL1","Serum Amyloid A Like 1","Protein Coding","33","GC11M018069","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAAL1"
"SMAGP","Small Cell Adhesion Glycoprotein","Protein Coding","33","GC12M051244","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMAGP"
"SRRM4","Serine/Arginine Repetitive Matrix 4","Protein Coding","33","GC12P118981","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRRM4"
"ZNF124","Zinc Finger Protein 124","Protein Coding","33","GC01M247121","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF124"
"NECTIN3","Nectin Cell Adhesion Molecule 3","Protein Coding","32","GC03P111071","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NECTIN3"
"MORC4","MORC Family CW-Type Zinc Finger 4","Protein Coding","32","GC0XM106813","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MORC4"
"MTFR2","Mitochondrial Fission Regulator 2","Protein Coding","32","GC06M136231","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTFR2"
"MAGEA9","MAGE Family Member A9","Protein Coding","32","GC0XP149781","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGEA9"
"SLC44A5","Solute Carrier Family 44 Member 5","Protein Coding","32","GC01M075202","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC44A5"
"ZNF564","Zinc Finger Protein 564","Protein Coding","32","GC19M012528","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF564"
"FBXO17","F-Box Protein 17","Protein Coding","31","GC19M038941","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXO17"
"MT-ATP8","Mitochondrially Encoded ATP Synthase Membrane Subunit 8","Protein Coding","31","GCMTP008368","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-ATP8"
"SFR1","SWI5 Dependent Homologous Recombination Repair Protein 1","Protein Coding","31","GC10P104120","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFR1"
"SPINK13","Serine Peptidase Inhibitor Kazal Type 13","Protein Coding","31","GC05P148268","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPINK13"
"CCDC174","Coiled-Coil Domain Containing 174","Protein Coding","31","GC03P014657","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC174"
"SRPRA","SRP Receptor Subunit Alpha","Protein Coding","30","GC11M126255","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRPRA"
"ARRDC5","Arrestin Domain Containing 5","Protein Coding","30","GC19M004890","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARRDC5"
"ENHO","Energy Homeostasis Associated","Protein Coding","30","GC09M034516","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENHO"
"CEP43","Centrosomal Protein 43","Protein Coding","30","GC06P167001","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP43"
"RFPL3","Ret Finger Protein Like 3","Protein Coding","30","GC22P033818","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RFPL3"
"POTED","POTE Ankyrin Domain Family Member D","Protein Coding","29","GC21P013609","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POTED"
"CCNI2","Cyclin I Family Member 2","Protein Coding","29","GC05P132747","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNI2"
"DEXI","Dexi Homolog","Protein Coding","29","GC16M010928","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEXI"
"H2AW","H2A.W Histone","Protein Coding","28","GC01M228539","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H2AW"
"H3C6","H3 Clustered Histone 6","Protein Coding","28","GC06P077476","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H3C6"
"RPL41","Ribosomal Protein L41","Protein Coding","28","GC12P057078","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL41"
"CT45A1","Cancer/Testis Antigen Family 45 Member A1","Protein Coding","28","GC0XP135713","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CT45A1"
"IRAG2","Inositol 1,4,5-Triphosphate Receptor Associated 2","Protein Coding","27","GC12P025026","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRAG2"
"MICOS13","Mitochondrial Contact Site And Cristae Organizing System Subunit 13","Protein Coding","27","GC19M005692","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MICOS13"
"NCBP3","Nuclear Cap Binding Subunit 3","Protein Coding","26","GC17M004011","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCBP3"
"PLAAT1","Phospholipase A And Acyltransferase 1","Protein Coding","26","GC03P193244","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLAAT1"
"DNAJB3","DnaJ Heat Shock Protein Family (Hsp40) Member B3","Pseudogene","25","GC02M233742","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJB3"
"NME2P1","NME2 Pseudogene 1","Pseudogene","21","GC12P120282","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NME2P1"
"MT1L","Metallothionein 1L, Pseudogene","Pseudogene","21","GC16P056617","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT1L"
"RPS26P11","Ribosomal Protein S26 Pseudogene 11","Pseudogene","20","GC0XP072044","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS26P11"
"TPTE2P1","Transmembrane Phosphoinositide 3-Phosphatase And Tensin Homolog 2 Pseudogene 1","Pseudogene","19","GC13M024924","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPTE2P1"
"MIRLET7F2","MicroRNA Let-7f-2","RNA Gene","19","GC0XM053623","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIRLET7F2"
"HOXC-AS1","HOXC Cluster Antisense RNA 1","RNA Gene","17","GC12M053999","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXC-AS1"
"TPT1-AS1","TPT1 Antisense RNA 1","RNA Gene","17","GC13P045341","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPT1-AS1"
"ARMCX5-GPRASP2","ARMCX5-GPRASP2 Readthrough","Protein Coding","17","GC0XP102600","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARMCX5-GPRASP2"
"MIR601","MicroRNA 601","RNA Gene","17","GC09M123402","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR601"
"MIR642A","MicroRNA 642a","RNA Gene","17","GC19P045674","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR642A"
"MIR561","MicroRNA 561","RNA Gene","17","GC02P188297","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR561"
"MIR595","MicroRNA 595","RNA Gene","17","GC07M158532","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR595"
"DLGAP1-AS1","DLGAP1 Antisense RNA 1","RNA Gene","17","GC18P003597","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLGAP1-AS1"
"ZNF503-AS1","ZNF503 Antisense RNA 1","RNA Gene","17","GC10P075243","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF503-AS1"
"A2M-AS1","A2M Antisense RNA 1","RNA Gene","16","GC12P009065","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=A2M-AS1"
"MIR1179","MicroRNA 1179","RNA Gene","16","GC15P088608","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1179"
"MIR516B2","MicroRNA 516b-2","RNA Gene","16","GC19P053725","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR516B2"
"MIR1231","MicroRNA 1231","RNA Gene","16","GC01P201777","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1231"
"WDFY3-AS2","WDFY3 Antisense RNA 2","RNA Gene","16","GC04P084965","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDFY3-AS2"
"LINC01355","Long Intergenic Non-Protein Coding RNA 1355","RNA Gene","14","GC01M023281","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01355"
"GAS5-AS1","GAS5 Antisense RNA 1","RNA Gene","14","GC01P173863","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAS5-AS1"
"LINC01014","Long Intergenic Non-Protein Coding RNA 1014","RNA Gene","14","GC03P178419","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01014"
"UNC5B-AS1","UNC5B Antisense RNA 1","RNA Gene","14","GC10M071217","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UNC5B-AS1"
"MGAT3-AS1","MGAT3 Antisense RNA 1","RNA Gene","14","GC22M055089","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MGAT3-AS1"
"MIR514A1","MicroRNA 514a-1","RNA Gene","14","GC0XM147343","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR514A1"
"MIR133A1HG","MIR133A1 Host Gene","RNA Gene","14","GC18M023351","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR133A1HG"
"WFDC21P","WAP Four-Disulfide Core Domain 21, Pseudogene","Pseudogene","14","GC17M060085","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WFDC21P"
"ERICH6-AS1","ERICH6 Antisense RNA 1","RNA Gene","13","GC03P150703","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERICH6-AS1"
"MIR4632","MicroRNA 4632","RNA Gene","13","GC01P012191","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4632"
"MIR4454","MicroRNA 4454","RNA Gene","13","GC04M163093","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4454"
"MIR664B","MicroRNA 664b","RNA Gene","13","GC0XP154768","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR664B"
"WARS2-IT1","WARS2 Intronic Transcript 1","RNA Gene","13","GC01P119047","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WARS2-IT1"
"LINC01934","Long Intergenic Non-Protein Coding RNA 1934","RNA Gene","12","GC02P181086","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01934"
"MIR4728","MicroRNA 4728","RNA Gene","12","GC17P039726","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4728"
"MIR3133","MicroRNA 3133","RNA Gene","12","GC02P241477","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3133"
"LINC01518","Long Intergenic Non-Protein Coding RNA 1518","RNA Gene","12","GC10M042650","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01518"
"UBL7-DT","UBL7 Divergent Transcript","RNA Gene","12","GC15P114624","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBL7-DT"
"LINC01614","Long Intergenic Non-Protein Coding RNA 1614","RNA Gene","11","GC02P215717","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01614"
"ITFG2-AS1","ITFG2 Antisense RNA 1","RNA Gene","11","GC12M002700","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITFG2-AS1"
"MIR4695","MicroRNA 4695","RNA Gene","11","GC01M018883","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4695"
"LINC01882","Long Intergenic Non-Protein Coding RNA 1882","RNA Gene","11","GC18M023468","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01882"
"ZNF433-AS1","ZNF433 And ZNF878 Antisense RNA 1","RNA Gene","11","GC19P012012","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF433-AS1"
"LINC02535","Long Intergenic Non-Protein Coding RNA 2535","RNA Gene","10","GC06M085388","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02535"
"LINC01694","Long Intergenic Non-Protein Coding RNA 1694","RNA Gene","10","GC21P045591","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01694"
"MIR4268","MicroRNA 4268","RNA Gene","10","GC02M219915","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4268"
"HMGA1P4","High Mobility Group AT-Hook 1 Pseudogene 4","Pseudogene","8","GC09M128663","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGA1P4"
"MIR6807","MicroRNA 6807","RNA Gene","8","GC19P058550","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR6807"
"CORD1","Cone Rod Dystrophy 1 (Autosomal Dominant)","Genetic Locus","4","GC18U990008","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CORD1"
"LOC107963951","BCR-ABL Minor-Breakpoint Cluster Region","Biological Region","2","GC22P034034","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC107963951"
"LOC111162620","TAp63 Promoter Of Tumor Protein P63","Biological Region","2","GC03P189630","0.208066016435623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC111162620"
"TP53TG1","TP53 Target 1","RNA Gene","24","GC07M087325","0.205636411905289","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TP53TG1"
"EPHB1","EPH Receptor B1","Protein Coding","46","GC03P134795","0.195504978299141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHB1"
"BCS1L","BCS1 Homolog, Ubiquinol-Cytochrome C Reductase Complex Chaperone","Protein Coding","44","GC02P218658","0.195504978299141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCS1L"
"SLC25A24","Solute Carrier Family 25 Member 24","Protein Coding","43","GC01M108134","0.195504978299141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A24"
"LDLRAP1","Low Density Lipoprotein Receptor Adaptor Protein 1","Protein Coding","42","GC01P025543","0.195504978299141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LDLRAP1"
"MRPL3","Mitochondrial Ribosomal Protein L3","Protein Coding","41","GC03M131462","0.195504978299141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL3"
"PPP1R1A","Protein Phosphatase 1 Regulatory Inhibitor Subunit 1A","Protein Coding","41","GC12M054784","0.195504978299141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP1R1A"
"PTGFRN","Prostaglandin F2 Receptor Inhibitor","Protein Coding","40","GC01P116910","0.195504978299141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGFRN"
"SKAP1","Src Kinase Associated Phosphoprotein 1","Protein Coding","40","GC17M048133","0.195504978299141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SKAP1"
"VPS41","VPS41 Subunit Of HOPS Complex","Protein Coding","39","GC07M039001","0.195504978299141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS41"
"LIN7B","Lin-7 Homolog B, Crumbs Cell Polarity Complex Component","Protein Coding","38","GC19P049114","0.195504978299141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIN7B"
"L3MBTL1","L3MBTL Histone Methyl-Lysine Binding Protein 1","Protein Coding","38","GC20P043549","0.195504978299141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=L3MBTL1"
"ULBP1","UL16 Binding Protein 1","Protein Coding","38","GC06P149963","0.195504978299141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ULBP1"
"SNX27","Sorting Nexin 27","Protein Coding","38","GC01P151611","0.195504978299141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNX27"
"CLINT1","Clathrin Interactor 1","Protein Coding","38","GC05M157785","0.195504978299141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLINT1"
"DLGAP2","DLG Associated Protein 2","Protein Coding","38","GC08P000739","0.195504978299141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLGAP2"
"CDR2","Cerebellar Degeneration Related Protein 2","Protein Coding","38","GC16M022889","0.195504978299141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDR2"
"NOSTRIN","Nitric Oxide Synthase Trafficking","Protein Coding","37","GC02P168786","0.195504978299141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOSTRIN"
"ORM2","Orosomucoid 2","Protein Coding","37","GC09P114329","0.195504978299141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ORM2"
"SRGAP2","SLIT-ROBO Rho GTPase Activating Protein 2","Protein Coding","37","GC01P206203","0.195504978299141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRGAP2"
"ERN2","Endoplasmic Reticulum To Nucleus Signaling 2","Protein Coding","37","GC16M023690","0.195504978299141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERN2"
"APBB3","Amyloid Beta Precursor Protein Binding Family B Member 3","Protein Coding","37","GC05M140558","0.195504978299141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APBB3"
"LYRM7","LYR Motif Containing 7","Protein Coding","37","GC05P131170","0.195504978299141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LYRM7"
"MEGF11","Multiple EGF Like Domains 11","Protein Coding","37","GC15M079243","0.195504978299141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEGF11"
"FCHO2","FCH And Mu Domain Containing Endocytic Adaptor 2","Protein Coding","36","GC05P072955","0.195504978299141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCHO2"
"CALCOCO1","Calcium Binding And Coiled-Coil Domain 1","Protein Coding","36","GC12M053709","0.195504978299141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALCOCO1"
"KRT80","Keratin 80","Protein Coding","35","GC12M052168","0.195504978299141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT80"
"HOXD1","Homeobox D1","Protein Coding","35","GC02P176230","0.195504978299141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXD1"
"RPA4","Replication Protein A4","Protein Coding","35","GC0XP096883","0.195504978299141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPA4"
"TECPR2","Tectonin Beta-Propeller Repeat Containing 2","Protein Coding","35","GC14P102362","0.195504978299141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TECPR2"
"PLEKHO2","Pleckstrin Homology Domain Containing O2","Protein Coding","35","GC15P114558","0.195504978299141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLEKHO2"
"FBXO33","F-Box Protein 33","Protein Coding","34","GC14M039396","0.195504978299141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXO33"
"CTDNEP1","CTD Nuclear Envelope Phosphatase 1","Protein Coding","34","GC17M007243","0.195504978299141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTDNEP1"
"B3GNT8","UDP-GlcNAc:BetaGal Beta-1,3-N-Acetylglucosaminyltransferase 8","Protein Coding","34","GC19M041425","0.195504978299141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=B3GNT8"
"NANOS2","Nanos C2HC-Type Zinc Finger 2","Protein Coding","33","GC19M045913","0.195504978299141","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NANOS2"
